policy_id,policyholder_id,vehicle_id,policy_type,inception_date,expiry_date,annual_premium,coverage_limit,deductible
POL-ACA581C9,PH-30926D9B,VH-F0557E52,third_party,2021-07-08,2022-07-08,236.65,34746.89,0
POL-09CAF640,PH-6CF75EA4,VH-B83792F7,third_party,2023-11-21,2024-11-20,145.03,44226.74,750
POL-13E0A031,PH-0E35A8AA,VH-B991716A,comprehensive,2023-06-26,2024-06-25,706.74,62333.76,1000
POL-CA736C16,PH-9841940F,VH-270CFF82,comprehensive,2023-06-28,2024-06-27,713.51,69027.52,500
POL-6CCDB76A,PH-67CBEB82,VH-DCBAEC66,comprehensive,2022-09-01,2023-09-01,112.44,8267.72,0
POL-EAB3D7AD,PH-D359F486,VH-B04F40CA,third_party,2021-06-27,2022-06-27,155.02,36705.91,1000
POL-33775C1D,PH-C0B9EF2B,VH-315329DA,comprehensive,2021-05-12,2022-05-12,1628.35,91526.3,250
POL-3559B0AD,PH-198FDA8A,VH-8C459651,third_party,2021-05-14,2022-05-14,442.12,49214.77,1000
POL-9EBA1226,PH-F4F780F2,VH-5EF60862,third_party,2021-09-26,2022-09-26,34.38,7367.54,1000
POL-15083F31,PH-F58ECEC0,VH-AA8E8298,comprehensive,2023-09-14,2024-09-13,418.7,41824.06,500
POL-2F7D00E4,PH-CA38C5C0,VH-7BDBFD87,comprehensive,2023-05-23,2024-05-22,473.83,38951.06,250
POL-78DD9C14,PH-84CD176B,VH-971050F2,fire_theft,2021-05-14,2022-05-14,475.92,64834.72,750
POL-63B8375A,PH-C555B71C,VH-74A60EBB,comprehensive,2023-09-12,2024-09-11,582.52,29527.67,0
POL-6CA2D93D,PH-EA2AB846,VH-44D15E2A,third_party,2021-06-27,2022-06-27,328.24,62045.31,500
POL-9EF615D1,PH-DF867A6C,VH-718C5167,fire_theft,2022-09-28,2023-09-28,556.65,65979.22,250
POL-CCB45AF5,PH-46BB9A2B,VH-88AB0B87,fire_theft,2021-06-21,2022-06-21,633.18,76694.86,1000
POL-D2D3EE75,PH-5D9E481A,VH-535D1DFB,third_party,2023-07-08,2024-07-07,107.62,21548.57,1000
POL-5C1DAF43,PH-0297EC71,VH-2D01E5E5,comprehensive,2022-10-16,2023-10-16,520.32,52952.26,0
POL-ACE76F38,PH-7629723F,VH-FC258A15,third_party,2021-01-08,2022-01-08,227.57,25467.27,750
POL-65D5EE19,PH-15332A7F,VH-9363F2EB,comprehensive,2023-09-19,2024-09-18,127.01,9319.55,500
POL-9116C885,PH-ED6A071B,VH-30AE1B06,third_party,2023-09-05,2024-09-04,216.0,41536.5,500
POL-F1440515,PH-0FFC3A4C,VH-1BCAE7AF,fire_theft,2022-07-20,2023-07-20,666.41,113513.76,250
POL-AFD7FCAC,PH-69FEDEF8,VH-B19F71ED,third_party,2023-07-19,2024-07-18,175.89,31537.88,750
POL-AF67C3F7,PH-05B5D76F,VH-477C3467,third_party,2021-04-25,2022-04-25,383.31,72994.69,1000
POL-4A1052B2,PH-A5CF47DB,VH-0BF95A68,third_party,2021-01-10,2022-01-10,32.23,4161.04,750
POL-249477D8,PH-1CCC5830,VH-7C0AA0A6,third_party,2022-10-30,2023-10-30,774.0,84754.21,1000
POL-3EE63306,PH-F7D64F7D,VH-555810EE,comprehensive,2022-01-15,2023-01-15,591.72,80985.62,250
POL-A82273F3,PH-7CF49B82,VH-E68D3787,third_party,2022-05-12,2023-05-12,664.25,128116.68,0
POL-0BDC3491,PH-D26869D4,VH-48C1518C,comprehensive,2023-02-15,2024-02-15,299.43,36858.16,250
POL-8FC2EE81,PH-A4AA393A,VH-913C1BD8,third_party,2023-06-01,2024-05-31,199.71,34232.16,1000
POL-069FEB65,PH-FE73CF84,VH-DC60739D,comprehensive,2023-03-29,2024-03-28,195.79,13535.42,500
POL-6F9FAC87,PH-64D34B7F,VH-62B6A5DB,comprehensive,2022-12-23,2023-12-23,226.33,24729.03,500
POL-EA5C8596,PH-C2B20680,VH-15A7F077,comprehensive,2022-09-25,2023-09-25,170.39,20332.75,1000
POL-49123D4E,PH-5E8BE99E,VH-07AADD0A,third_party,2022-06-20,2023-06-20,328.26,77413.53,750
POL-B9104817,PH-3300E3A0,VH-36D91283,third_party,2022-09-18,2023-09-18,182.46,34863.54,0
POL-6A7966A9,PH-D84E398A,VH-91E3FBB5,third_party,2022-05-05,2023-05-05,591.01,142557.66,250
POL-2C594200,PH-F97260FB,VH-A27511A5,fire_theft,2022-02-09,2023-02-09,277.67,34768.9,0
POL-CEF303FC,PH-C79778D4,VH-42F16495,comprehensive,2023-11-06,2024-11-05,593.3,57335.55,0
POL-853BFBD7,PH-E410EB87,VH-1EF9E455,comprehensive,2022-09-08,2023-09-08,199.2,10582.91,1000
POL-8BBC3373,PH-532D77DF,VH-43C33086,third_party,2021-12-27,2022-12-27,272.64,33357.92,500
POL-CBD163E9,PH-51E0751C,VH-F9CC3C25,fire_theft,2022-03-03,2023-03-03,351.34,29679.58,0
POL-6AE62D4A,PH-7D9F540D,VH-494CB784,third_party,2022-12-22,2023-12-22,358.75,88400.3,0
POL-813466F9,PH-2C58F310,VH-1944C6AB,comprehensive,2022-09-07,2023-09-07,284.18,12581.05,1000
POL-C6E329CA,PH-BD9C3908,VH-A4E747D5,comprehensive,2023-09-08,2024-09-07,69.9,8741.96,750
POL-D27F0F32,PH-91105840,VH-06843AC3,third_party,2022-05-24,2023-05-24,108.15,17663.04,250
POL-6A1EEBEB,PH-AF524D94,VH-E9D22CDF,comprehensive,2022-11-30,2023-11-30,894.64,51067.62,1000
POL-1D0D9765,PH-06DCA2AC,VH-A0B1BA5F,comprehensive,2021-03-23,2022-03-23,310.43,27868.22,0
POL-620DCFE8,PH-93B1EEC8,VH-39CACF1F,third_party,2023-12-04,2024-12-03,60.35,18310.17,0
POL-C779E868,PH-72869AC5,VH-24BE7A50,third_party,2023-11-26,2024-11-25,135.43,40302.81,0
POL-B970E9FA,PH-CDC6D908,VH-CD075C1A,fire_theft,2023-09-25,2024-09-24,125.19,22945.65,750
POL-B945BCA9,PH-B48132FE,VH-35FB5B42,comprehensive,2022-07-21,2023-07-21,101.19,6070.95,750
POL-28E7278B,PH-C762316A,VH-67BC5660,comprehensive,2021-11-27,2022-11-27,421.64,36305.89,0
POL-A88F0461,PH-A1D382DB,VH-95A0F82C,comprehensive,2021-01-04,2022-01-04,731.66,56202.53,750
POL-A9F11C5E,PH-F73503CE,VH-1E160968,comprehensive,2021-04-25,2022-04-25,258.93,14286.48,750
POL-23EA367B,PH-739C1BB6,VH-164F9CCD,comprehensive,2021-02-04,2022-02-04,1337.02,94452.3,500
POL-505419F9,PH-5C3D6C98,VH-DA94DC16,comprehensive,2023-06-06,2024-06-05,427.55,26940.36,750
POL-39FD3B30,PH-BE2D4B7F,VH-3C6BDFFB,third_party,2023-07-05,2024-07-04,464.15,81352.19,0
POL-4490BB71,PH-6165E6DF,VH-A88B9FC0,third_party,2021-09-01,2022-09-01,180.03,38833.19,500
POL-57E2C7C5,PH-B1FDFBAF,VH-860CED46,comprehensive,2022-10-07,2023-10-07,229.7,15008.05,250
POL-A42A6DD8,PH-D45F2CB2,VH-2215330C,third_party,2023-12-16,2024-12-15,135.36,20584.33,750
POL-DC1CBA81,PH-CF8B5719,VH-BB593173,comprehensive,2022-08-31,2023-08-31,244.46,27195.36,750
POL-FCBACDE9,PH-44A389A5,VH-398F0AF2,third_party,2022-06-02,2023-06-02,50.65,6582.61,0
POL-B94BA598,PH-5FA484E3,VH-2336572A,third_party,2023-03-08,2024-03-07,199.17,31187.02,1000
POL-26FF001E,PH-1662A9B8,VH-BD1D73F5,comprehensive,2022-01-16,2023-01-16,64.59,6665.85,500
POL-A08CC4D5,PH-6E828C28,VH-F75C8FBA,third_party,2021-10-24,2022-10-24,173.45,21542.95,250
POL-31D55369,PH-C087CEA7,VH-C8211406,third_party,2023-11-10,2024-11-09,86.02,26452.12,250
POL-349D1478,PH-8B4CF986,VH-467CA229,third_party,2022-07-15,2023-07-15,248.04,46626.32,500
POL-E61E41FC,PH-943F3061,VH-9FC8E777,fire_theft,2022-01-17,2023-01-17,644.22,119391.94,0
POL-558E27AA,PH-833883BD,VH-6DE7882F,fire_theft,2023-11-21,2024-11-20,98.3,15578.86,250
POL-28A548C1,PH-2008EE6D,VH-9BE6EE6D,third_party,2023-09-22,2024-09-21,84.64,17903.19,1000
POL-B65222E3,PH-C46EA5A2,VH-33EE2638,comprehensive,2022-05-11,2023-05-11,625.09,48803.24,750
POL-367D278E,PH-CC03649F,VH-D99CADC5,third_party,2022-10-16,2023-10-16,237.67,30936.72,250
POL-CB7F67FC,PH-1718404C,VH-0DFCD467,third_party,2022-12-08,2023-12-08,135.25,15995.89,750
POL-84235B0C,PH-34F14D82,VH-25B08A03,third_party,2023-09-22,2024-09-21,408.79,97617.05,500
POL-A981EC39,PH-8D167B30,VH-6CB6EF36,fire_theft,2022-02-04,2023-02-04,444.09,71794.59,1000
POL-40DFCE1F,PH-32EA01E5,VH-84CF77C0,fire_theft,2023-08-16,2024-08-15,64.25,7424.76,750
POL-DE57AA86,PH-04415CD6,VH-3F0D127B,fire_theft,2021-03-03,2022-03-03,340.9,48304.02,500
POL-6A744252,PH-1D10F398,VH-3DCA8DCE,comprehensive,2023-12-09,2024-12-08,782.97,100653.08,500
POL-61B738E8,PH-BC136C5B,VH-33980D35,comprehensive,2021-03-02,2022-03-02,437.69,45489.33,500
POL-3E53FE90,PH-DD90FFD2,VH-1881EE00,third_party,2021-08-06,2022-08-06,44.28,12861.5,250
POL-E7D4F336,PH-AF13B8C5,VH-99CFFAED,third_party,2022-04-22,2023-04-22,180.96,44609.9,250
POL-BA36254D,PH-5908EF62,VH-285406D0,third_party,2021-01-03,2022-01-03,966.38,108241.28,1000
POL-88D59A2B,PH-D2A7BD8E,VH-76DF4ED7,third_party,2023-03-10,2024-03-09,843.51,150973.48,1000
POL-BAD0DFF2,PH-478D7FBC,VH-0DEAD9A6,comprehensive,2023-02-25,2024-02-25,78.99,10709.11,750
POL-5F51542E,PH-03137E78,VH-8E2511BB,comprehensive,2023-04-27,2024-04-26,474.16,48326.06,0
POL-C94E1925,PH-F911E45D,VH-35CDC9FB,third_party,2021-02-05,2022-02-05,109.8,24515.68,500
POL-A43FBF2F,PH-E14B4769,VH-654DD8CF,comprehensive,2022-09-18,2023-09-18,205.7,20700.42,750
POL-2A3045B6,PH-160FDC49,VH-113F0769,comprehensive,2023-02-12,2024-02-12,164.78,10317.28,750
POL-B453242B,PH-55761B70,VH-1FC16CD2,comprehensive,2023-09-13,2024-09-12,258.55,15820.73,750
POL-8348440F,PH-762C026F,VH-22E19E44,third_party,2022-04-02,2023-04-02,258.59,53030.86,750
POL-3A6ED5F7,PH-F99F6013,VH-5CEDC0C5,comprehensive,2022-12-12,2023-12-12,1685.72,188312.04,1000
POL-707BC598,PH-AB68E940,VH-356E52E3,fire_theft,2021-08-01,2022-08-01,127.52,22720.19,500
POL-7C10CDBC,PH-84D2C349,VH-2C6A14E7,third_party,2023-08-16,2024-08-15,195.42,30311.49,1000
POL-BAC090C9,PH-D07279C2,VH-ECCD4C7B,third_party,2021-04-10,2022-04-10,108.78,18223.26,1000
POL-3F0D805D,PH-75C6641D,VH-62357676,third_party,2022-08-07,2023-08-07,157.38,47726.41,750
POL-79D13F9D,PH-691B184A,VH-F8C17159,comprehensive,2023-05-01,2024-04-30,453.42,31724.71,1000
POL-F5926E4C,PH-553171B5,VH-B8F57E51,fire_theft,2021-10-27,2022-10-27,557.71,66396.24,500
POL-ED7F7F43,PH-9741932F,VH-D34BE3AE,third_party,2021-11-18,2022-11-18,134.46,37031.12,0
POL-9A0566D5,PH-93C455C4,VH-2AD1AB9C,third_party,2021-12-07,2022-12-07,159.34,35633.31,750
POL-509CBBF2,PH-542DAEB4,VH-5486B88F,third_party,2022-10-27,2023-10-27,435.25,54199.8,500
POL-6D9C8396,PH-17FB0B28,VH-CAE511E2,comprehensive,2022-02-02,2023-02-02,313.52,16208.76,750
POL-38A0611D,PH-0A7A9383,VH-00031B7A,third_party,2023-02-15,2024-02-15,264.78,44216.39,0
POL-C4D7B49C,PH-68AD8F0E,VH-327BBC8D,third_party,2023-12-26,2024-12-25,228.72,50298.81,1000
POL-6B499B30,PH-CBAB83C0,VH-3BE222C1,comprehensive,2022-03-03,2023-03-03,406.52,37290.87,250
POL-64DD12F3,PH-2297FB5B,VH-157449DE,fire_theft,2022-12-21,2023-12-21,320.84,43275.59,0
POL-1DA49E31,PH-6C0D93DF,VH-5EED1985,third_party,2022-12-04,2023-12-04,104.08,14670.37,0
POL-236AF20E,PH-12A53209,VH-E7DB8C13,third_party,2022-02-24,2023-02-24,140.42,20765.04,1000
POL-C47B2A1F,PH-0D83F6B3,VH-24FE54DE,third_party,2022-07-30,2023-07-30,349.31,74698.99,500
POL-8B9608E9,PH-AA04161B,VH-2F1EDF1B,comprehensive,2022-07-29,2023-07-29,358.95,37263.22,500
POL-2AEA9A2A,PH-3F645CD0,VH-E73C48C5,third_party,2023-01-13,2024-01-13,174.21,40103.8,1000
POL-3E0741A5,PH-4BCC1F0E,VH-995A5F6B,third_party,2022-10-08,2023-10-08,115.98,21265.06,0
POL-2761907A,PH-E44F9F03,VH-7EF0A4EF,third_party,2023-10-09,2024-10-08,60.01,8178.5,500
POL-8BF73021,PH-6660C523,VH-B7E4AC52,third_party,2022-02-12,2023-02-12,90.45,15532.21,250
POL-FF7FA9A1,PH-3E64B9E4,VH-9875F1B9,third_party,2022-11-26,2023-11-26,577.64,105298.14,500
POL-E0BAC5C3,PH-D7283047,VH-C5BF85AE,fire_theft,2022-10-03,2023-10-03,747.87,91190.55,750
POL-7EE25664,PH-D58493F8,VH-29AFF2A5,third_party,2021-01-06,2022-01-06,39.61,4054.86,250
POL-5F0A9096,PH-DA0A4C94,VH-70055BE4,fire_theft,2021-08-26,2022-08-26,698.09,93554.55,750
POL-01068180,PH-FABE8BF8,VH-17F26076,third_party,2021-10-31,2022-10-31,377.43,36519.69,500
POL-AC9132F4,PH-DFFCC8CF,VH-E3CB5A99,third_party,2022-08-14,2023-08-14,241.03,38109.99,1000
POL-A12C83B3,PH-8DE9A188,VH-F57DA9C1,third_party,2023-03-02,2024-03-01,297.12,73273.94,250
POL-295D9F2C,PH-B517E022,VH-B5BE18DC,third_party,2021-03-01,2022-03-01,42.84,5152.43,0
POL-60A7D67F,PH-2AA53A8D,VH-C9D90CE9,comprehensive,2022-10-03,2023-10-03,286.27,28444.18,1000
POL-D14F9894,PH-0F4685DF,VH-1ADDF324,comprehensive,2023-12-12,2024-12-11,552.07,28532.44,1000
POL-C54791E3,PH-E407C9E8,VH-D37559E0,third_party,2022-06-12,2023-06-12,331.59,60969.17,750
POL-B7F37E57,PH-E35B696C,VH-D7013BD4,third_party,2022-11-08,2023-11-08,289.08,71714.47,250
POL-CB0F45D3,PH-E1E75D36,VH-8548BFD1,third_party,2022-11-25,2023-11-25,202.35,49843.56,1000
POL-2E5AF7C7,PH-3E94CFCE,VH-C59AE44C,third_party,2021-06-06,2022-06-06,247.69,62156.43,500
POL-4DDC28D9,PH-589215C4,VH-26D5A492,comprehensive,2022-11-15,2023-11-15,630.35,43950.77,250
POL-E477093E,PH-DA61945E,VH-B7C75840,fire_theft,2021-01-22,2022-01-22,418.84,81134.27,1000
POL-9B5B1131,PH-D02387C5,VH-096E6FCD,third_party,2023-02-01,2024-02-01,964.22,96899.16,250
POL-235A76B3,PH-427A7E4F,VH-84323A77,third_party,2023-10-27,2024-10-26,430.66,62598.46,1000
POL-AB64A647,PH-07447530,VH-7FBF13E2,fire_theft,2023-11-17,2024-11-16,469.95,63186.41,750
POL-C657C824,PH-3ED7EFF7,VH-12A9F09B,comprehensive,2023-04-28,2024-04-27,411.45,54872.42,1000
POL-66BA7DF9,PH-F6F98F90,VH-D9208F4A,comprehensive,2021-10-12,2022-10-12,107.17,6000.03,500
POL-FCE065EE,PH-702977A3,VH-ACE6DBB9,comprehensive,2021-07-15,2022-07-15,205.5,23509.95,750
POL-0F0C2123,PH-E616DB6D,VH-3A7D861D,comprehensive,2021-07-31,2022-07-31,481.62,56343.79,250
POL-7BA03BA3,PH-E040D0CF,VH-2773292E,third_party,2023-09-18,2024-09-17,101.0,15380.25,750
POL-9D37DED8,PH-D6D9C5A3,VH-1B8CEB74,third_party,2023-09-05,2024-09-04,105.24,21689.92,500
POL-6EE0BDC2,PH-A5EE8DA2,VH-45DDDA85,third_party,2021-02-28,2022-02-28,311.66,58984.59,0
POL-9233D01F,PH-17634018,VH-E0F29C12,comprehensive,2022-12-11,2023-12-11,274.64,36427.28,750
POL-3AE18ED3,PH-FEDF69F0,VH-5FFC3CCB,third_party,2023-01-02,2024-01-02,69.65,17150.84,0
POL-E61731CB,PH-0A02E4FF,VH-F5241160,third_party,2022-03-28,2023-03-28,169.41,27395.44,500
POL-590192ED,PH-02320CE0,VH-9413C59B,third_party,2022-10-20,2023-10-20,109.11,26720.44,250
POL-540B36E4,PH-89676889,VH-5F103CA6,fire_theft,2023-03-14,2024-03-13,578.9,55932.89,0
POL-1EF9E925,PH-515F097C,VH-9C9CBE8E,fire_theft,2021-08-28,2022-08-28,110.42,9621.09,1000
POL-F3F4ED00,PH-352F0329,VH-8EBF2B8D,third_party,2023-05-20,2024-05-19,443.9,75913.51,500
POL-B45DA01E,PH-A295FDFC,VH-3BF27CE2,third_party,2021-03-14,2022-03-14,178.6,40990.48,1000
POL-76D3578F,PH-D1D4D935,VH-CD2AAE78,third_party,2021-12-14,2022-12-14,75.51,15516.98,750
POL-4396D37F,PH-F5C327FD,VH-08B30839,fire_theft,2023-05-03,2024-05-02,254.9,40131.18,0
POL-63FA235F,PH-090C2628,VH-533C6003,third_party,2023-11-23,2024-11-22,37.92,9370.64,0
POL-FF5BD241,PH-7C679C37,VH-9C5E1C57,third_party,2023-08-07,2024-08-06,145.85,33746.32,0
POL-A5651186,PH-48AFBF34,VH-0B2896ED,third_party,2021-04-07,2022-04-07,33.02,8928.48,0
POL-7D6DC480,PH-CB07E4C1,VH-58AEBAC2,fire_theft,2023-06-17,2024-06-16,214.74,22877.28,1000
POL-F5D336CF,PH-10DFA357,VH-2F2F7777,comprehensive,2023-10-10,2024-10-09,97.49,14433.09,250
POL-DFA64AD6,PH-9FF30474,VH-954DCB00,fire_theft,2023-07-01,2024-06-30,414.79,45493.06,500
POL-9FE44745,PH-B7BD3AA3,VH-4957B888,comprehensive,2021-01-20,2022-01-20,706.13,74042.56,500
POL-BA59FBE9,PH-EC259BA3,VH-7AB3421C,fire_theft,2021-06-20,2022-06-20,486.61,82011.64,0
POL-D7553B69,PH-F910688F,VH-F1BDAA91,comprehensive,2023-03-04,2024-03-03,877.6,103234.28,500
POL-B19E1115,PH-70FC9EA0,VH-24BA30D7,third_party,2021-11-06,2022-11-06,163.02,20308.47,0
POL-9DD22145,PH-BF7956CE,VH-0A1464A3,third_party,2023-05-26,2024-05-25,244.52,50512.08,1000
POL-C4B0714C,PH-6EE7A6BE,VH-AEEB8881,comprehensive,2022-06-23,2023-06-23,377.22,38564.95,0
POL-79E422C1,PH-EB979799,VH-ADB126BD,third_party,2022-08-18,2023-08-18,130.05,28261.03,500
POL-5E23124E,PH-224E635C,VH-EFA273E4,third_party,2021-03-05,2022-03-05,85.23,12357.39,0
POL-20EF36C3,PH-DBE4EBCC,VH-F7D9E8DE,comprehensive,2023-09-22,2024-09-21,255.14,17797.52,1000
POL-A58D1905,PH-E2E29FE7,VH-58F6199C,comprehensive,2021-12-16,2022-12-16,391.18,39183.52,0
POL-AEC186F0,PH-12BDA6B2,VH-2D707ACD,comprehensive,2023-01-28,2024-01-28,695.16,47660.0,500
POL-79C4307E,PH-BF9CCCC8,VH-32AC81C1,third_party,2023-09-11,2024-09-10,343.04,66772.3,250
POL-65525B37,PH-29955D48,VH-20D62533,third_party,2021-10-10,2022-10-10,252.75,60117.31,250
POL-9781AD56,PH-F3FCC91C,VH-09C98F64,fire_theft,2023-01-09,2024-01-09,508.69,105691.72,250
POL-644EA309,PH-F74FE8A2,VH-7DA26582,third_party,2023-05-23,2024-05-22,415.61,40110.34,500
POL-E1D88EEF,PH-D2172485,VH-CEEFD791,comprehensive,2022-01-11,2023-01-11,893.57,89071.61,0
POL-66022A5C,PH-BE7EECB7,VH-00ADA5D9,third_party,2022-04-03,2023-04-03,118.51,16571.03,250
POL-13922EDB,PH-0083EF53,VH-2BF5A926,third_party,2022-07-18,2023-07-18,98.24,19316.16,0
POL-8F5C86EF,PH-25BF46C5,VH-79C96E9C,comprehensive,2021-09-18,2022-09-18,931.43,103627.43,750
POL-2025C412,PH-95CA4B4F,VH-D967E9E4,fire_theft,2022-08-06,2023-08-06,982.45,90536.11,750
POL-660DE6E9,PH-93F3AACE,VH-00DA01D1,fire_theft,2023-12-25,2024-12-24,139.68,15045.16,250
POL-741CA24F,PH-D27A0051,VH-72C777F8,third_party,2022-06-18,2023-06-18,361.52,81599.17,500
POL-9E131FBC,PH-F764B1BA,VH-AFF4C124,comprehensive,2021-05-24,2022-05-24,71.8,9331.93,500
POL-896F4161,PH-0CD1995E,VH-1EA5EE3D,comprehensive,2023-01-01,2024-01-01,750.57,59829.92,0
POL-1680517B,PH-F172810A,VH-F84E2DAB,comprehensive,2022-10-20,2023-10-20,353.96,48985.73,500
POL-0B983495,PH-6D173CBE,VH-20CD7BC2,third_party,2023-12-30,2024-12-29,240.36,38271.12,250
POL-1D3A32AF,PH-477D5CCE,VH-5DFF30EB,third_party,2023-10-08,2024-10-07,91.64,13054.51,750
POL-E2830AEB,PH-167F2944,VH-22D3F4C6,comprehensive,2023-01-22,2024-01-22,470.7,42988.57,750
POL-516F127B,PH-C211F449,VH-17E3F6CA,comprehensive,2023-04-23,2024-04-22,791.39,86878.07,250
POL-EE05F13D,PH-9C45BB31,VH-702F5D36,third_party,2021-04-28,2022-04-28,56.97,7366.53,1000
POL-1D1664B4,PH-7FA4910F,VH-AFA1D178,fire_theft,2021-05-03,2022-05-03,653.32,73969.03,250
POL-A61737BD,PH-F5FE7B32,VH-F40222F4,third_party,2021-06-29,2022-06-29,159.85,30092.11,500
POL-A251E4C2,PH-DA9CF475,VH-49207DD9,third_party,2021-10-03,2022-10-03,503.95,102677.59,0
POL-82FB78E7,PH-A3D81FE9,VH-9AFE7124,comprehensive,2022-12-11,2023-12-11,497.24,25070.38,250
POL-0BA4BFDB,PH-5B389DC3,VH-09A16919,fire_theft,2021-03-26,2022-03-26,89.27,7889.57,0
POL-68D33336,PH-551C1843,VH-BCDBEE13,comprehensive,2022-06-20,2023-06-20,710.63,87321.64,0
POL-E9AE8040,PH-B9E62F1C,VH-3405D83E,third_party,2023-10-05,2024-10-04,190.1,56441.13,750
POL-B5DB2861,PH-C4567830,VH-1FD682CB,third_party,2022-10-07,2023-10-07,82.85,12398.23,250
POL-9FB95334,PH-0DC01E40,VH-6C06C8EC,comprehensive,2021-10-23,2022-10-23,969.63,55215.37,1000
POL-1E3D1A86,PH-B45BC6F4,VH-DC4CA33D,comprehensive,2023-07-21,2024-07-20,434.7,60192.54,0
POL-2A5FC435,PH-880A2C66,VH-0A24E62D,third_party,2021-01-11,2022-01-11,646.99,80731.23,1000
POL-829321FA,PH-16269DE7,VH-F566EBA0,fire_theft,2021-08-15,2022-08-15,196.28,37996.2,0
POL-94685452,PH-A8F87540,VH-3EF2BC26,fire_theft,2021-08-05,2022-08-05,670.7,66110.78,750
POL-E825E606,PH-B12E3BA5,VH-501D2431,third_party,2022-09-15,2023-09-15,177.37,17955.37,750
POL-3E37B555,PH-A9A3618B,VH-BFC5AB4B,third_party,2022-09-12,2023-09-12,228.77,35306.62,250
POL-DBB38C0F,PH-7925161A,VH-E751A3A8,comprehensive,2023-08-15,2024-08-14,287.29,38579.02,500
POL-1DDB4951,PH-F80A3E0D,VH-CFDC0393,third_party,2021-07-31,2022-07-31,180.93,45494.46,1000
POL-E8AD2C0B,PH-F22B42F0,VH-CDBB8609,fire_theft,2021-01-24,2022-01-24,121.0,16751.06,250
POL-D12E90A9,PH-25A627A7,VH-052B88C8,fire_theft,2022-01-09,2023-01-09,337.41,34886.8,750
POL-6069DFDC,PH-5AA7217D,VH-88D9070A,comprehensive,2022-07-23,2023-07-23,182.04,16277.44,1000
POL-BCC6822B,PH-AF895F8E,VH-1194C411,third_party,2021-02-03,2022-02-03,643.73,149730.02,0
POL-E56EEC6B,PH-18C6527F,VH-71571A76,comprehensive,2023-12-30,2024-12-29,572.64,35816.22,750
POL-9D7F4447,PH-FCAF1AEA,VH-1E0F9B5C,third_party,2023-07-13,2024-07-12,331.5,73773.79,500
POL-C006B3F4,PH-FC36C3C7,VH-2D2D6B21,third_party,2021-11-05,2022-11-05,144.76,25559.35,1000
POL-182468B0,PH-A75DBA47,VH-0A1F521E,third_party,2023-12-03,2024-12-02,323.41,43849.27,750
POL-969AA39F,PH-7825C8A5,VH-EBBFC689,fire_theft,2023-10-14,2024-10-13,165.26,17022.26,250
POL-BBB5FA06,PH-6787AEDD,VH-FF51F45F,comprehensive,2021-04-18,2022-04-18,1176.29,149816.85,250
POL-5EE29417,PH-57AFC4B4,VH-0B1816A0,fire_theft,2023-10-26,2024-10-25,280.28,44517.17,750
POL-7484BC1F,PH-28D076E1,VH-239C4560,third_party,2022-09-20,2023-09-20,53.33,12787.82,750
POL-3CF7E2FD,PH-DE73007D,VH-6A968A7C,third_party,2023-10-25,2024-10-24,280.18,61952.08,0
POL-CA2A2051,PH-E029FCF2,VH-5D453CC6,fire_theft,2022-03-04,2023-03-04,154.98,16818.35,500
POL-FF0B00EE,PH-F6CB0527,VH-E7442189,comprehensive,2021-06-29,2022-06-29,1064.72,110637.0,250
POL-11CB43B4,PH-EDB62430,VH-E5E59DE5,comprehensive,2023-12-16,2024-12-15,585.62,56679.64,1000
POL-5C95A5F8,PH-3BAC877C,VH-EFEFB1DD,fire_theft,2021-08-16,2022-08-16,519.38,96124.43,0
POL-8D56D35E,PH-0DEE9A53,VH-F51DED07,fire_theft,2022-01-17,2023-01-17,116.82,28782.16,0
POL-8D7F41C7,PH-6F3059D5,VH-5A9594DE,third_party,2021-10-23,2022-10-23,53.6,12456.56,750
POL-CA77AD46,PH-A5595C75,VH-E799604E,third_party,2023-06-11,2024-06-10,331.54,94059.24,0
POL-B506D7B9,PH-39AB2893,VH-8F606A36,third_party,2023-04-06,2024-04-05,128.68,24413.16,500
POL-C1627061,PH-4B90DA47,VH-8643A679,third_party,2022-10-09,2023-10-09,608.47,148108.5,500
POL-7B096F66,PH-A204A925,VH-197BE293,comprehensive,2021-03-25,2022-03-25,377.16,44135.59,750
POL-C00636C5,PH-303AAA5F,VH-459D9F83,comprehensive,2023-02-12,2024-02-12,174.38,22336.31,0
POL-40865507,PH-48BC383C,VH-7D8E8CDC,comprehensive,2023-01-07,2024-01-07,338.14,23199.47,500
POL-DA96AD74,PH-8F45353F,VH-35A04F8E,fire_theft,2022-05-07,2023-05-07,98.33,17806.46,500
POL-B6E4E909,PH-5C40F98E,VH-B455DD85,comprehensive,2021-11-11,2022-11-11,133.77,15637.89,250
POL-6B7CEA57,PH-BB6325E5,VH-E122C5B9,fire_theft,2023-06-01,2024-05-31,231.47,45787.83,500
POL-DDC26700,PH-29AF866C,VH-F1A88323,third_party,2021-10-16,2022-10-16,100.52,16482.42,0
POL-0BA6851C,PH-A912DBF2,VH-A9EFD996,fire_theft,2022-10-24,2023-10-24,593.13,91302.14,500
POL-08B23B90,PH-674D2197,VH-301F51A2,fire_theft,2021-03-31,2022-03-31,437.09,82662.05,500
POL-4F03A99E,PH-6E786C21,VH-8E030BE3,third_party,2021-02-08,2022-02-08,27.79,4085.83,750
